lat,lon
95,-40
24,-43
23,33
80,28
-29,4
156,28
60,-19
-28,-3
-120,-15
-72,-75
79,54
151,-86
-44,79
-117,-64
31,27
65,-89
-70,-40
136,-52
-13,9
6,80
-108,-25
-36,56
110,-33
-6,-78
30,-85
61,2
35,3
-81,48
-59,-39
110,68
171,3
-102,-76
38,46
-164,-35
-92,16
-43,-30
-158,-77
-163,-48
11,-60
-132,80
-31,-44
-175,-30
-27,-17
137,17
175,58
87,-57
-119,88
-16,71
-87,68
-110,20
-83,71
-164,67
-137,61
-178,-86
-14,-59
124,-61
117,-39
87,-52
-95,51
152,-50
85,-5
-114,87
65,4
106,87
154,46
-105,75
-166,-1
-139,42
-33,-60
91,-80
133,-22
25,69
-85,-38
-65,19
89,-84
62,-61
-55,-74
-141,5
-57,78
-112,13
82,-50
-45,48
19,88
-49,-60
-81,-88
125,74
174,-38
-165,22
66,74
-167,61
34,62
-34,26
-121,-19
38,-33
161,-89
38,-50
-39,81
25,-14
85,-90
22,-11
-102,-40
40,-11
-94,67
30,-54
-30,-38
37,17
59,87
25,21
-116,77
-54,-70
-134,86
21,34
-30,39
-142,67
-25,-46
-72,47
-140,-74
75,-24
-38,-78
-140,19
87,-54
148,57
61,-13
85,78
75,49
-100,-44
-8,70
-171,18
39,29
11,-42
-125,-55
-110,-10
52,32
-163,16
-153,-86
-149,-90
167,-57
-44,19
35,27
-77,-85
27,-48
-99,40
166,-81
-57,5
170,6
-123,78
67,-82
125,-25
56,-32
58,-45
-132,-2
-159,-82
-129,24
45,-61
51,86
156,-71
132,-16
9,-31
-141,-15
-41,-15
-93,-67
-117,12
69,60
-62,-32
157,23
111,-53
-156,9
-102,39
-42,51
61,-19
-163,83
-144,-43
117,-87
-36,-6
-61,89
27,42
121,18
-73,24
-39,83
-122,-50
61,73
108,45
-56,-89
-170,-79
-152,-48
132,-5
77,19
-78,50
-175,-59
-53,-16
99,-79
162,82
-159,-46
111,-51
109,17
-43,-80
123,22
-155,-88
54,55
-24,-90
171,88
-137,67
25,-36
43,-1
32,48
-41,13
78,-11
160,36
-9,54
-137,-48
75,-53
-46,-12
128,-47
-93,22
-149,54
-9,46
-131,40
5,86
165,-90
-93,46
-22,-65
139,-77
-3,-19
-33,-81
-115,90
147,54
75,32
51,-22
-161,-24
47,-29
112,-30
48,-17
136,-38
146,71
-19,83
-15,-6
179,31
28,-84
-26,34
-56,-43
-166,14
-169,81
-124,9
110,-31
112,65
-134,84
-99,-12
40,32
-167,17
142,64
-71,-60
176,64
154,83
6,-1
-165,71
147,-31
-166,36
-34,-74
-69,-67
-69,-72
19,89
139,3
-88,61
74,21
67,59
-17,-33
103,88
-111,-39
68,89
135,-82
-44,47
10,26
-26,2
-148,4
-166,-48
-42,-82
62,64
-105,-12
-2,70
78,-12
37,68
-122,-32
-169,59
-143,-7
-50,-34
180,-21
-75,-72
-163,-62
-56,67
-61,-2
48,-13
-95,75
-7,-32
-46,-17
17,-83
102,82
119,41
-48,-51
-174,25
-121,-44
35,-71
-38,41
-43,-31
-59,-81
82,-2
28,-45
-177,68
117,-76
51,-73
40,-76
-53,-84
-23,-34
-82,27
85,-32
129,88
-163,-30
59,47
49,-10
48,66
83,-56
-114,-41
-8,11
69,22
164,73
46,63
7,46
112,85
113,82
-52,-88
16,37
90,22
27,58
18,24
105,23
-157,-60
-21,-83
141,-49
10,-42
-98,-54
-139,-62
94,71
-41,-65
91,21
-57,74
74,-80
-89,62
-34,-51
-103,38
68,-63
-5,-22
155,-70
-88,32
-129,-16
-114,-40
-43,-14
90,-12
31,25
-128,4
171,77
-50,12
38,-80
67,-18
-23,22
83,29
127,-55
-94,-20
-70,28
155,3
-75,-71
94,77
0,-88
-49,2
-172,35
23,20
3,-50
66,-16
154,-55
122,61
165,-76
140,45
12,33
-11,66
-36,36
-156,-35
17,-58
-50,-10
-145,-46
53,48
132,-33
-152,-39
-73,-55
-51,51
40,43
-131,61
127,-54
-50,16
-10,30
75,-80
-50,60
-150,44
168,88
-38,-59
76,-62
-53,-25
10,-60
-34,-90
157,-54
-78,-6
-62,-36
127,-38
43,-51
-91,21
-63,-81
55,8
-111,-77
-104,-76
-22,89
14,78
170,55
-16,31
53,-52
-51,-77
180,-35
-158,-29
103,11
-110,-59
137,-67
-154,-88
94,-24
23,-69
-149,69
-91,29
-122,8
-170,19
-42,-12
-93,-65
-151,-17
-146,-29
-87,-10
178,38
78,32
-93,82
-149,-40
165,54
-151,-4
150,-33
70,7
-82,-82
-46,53
146,-20
89,-12
148,-20
60,15
-43,37
-149,-10
-62,20
117,-87
108,23
-52,69
24,-8
-27,57
-105,-65
60,-10
146,15
-71,-42
148,-39
-20,66
78,-18
-37,-58
-140,5
-100,79
12,12
37,-79
-87,-61
19,58
155,89
176,-73
163,74
-23,-19
-41,75
-111,63
170,5
95,23
-103,-45
-13,39
6,-28
-148,53
-96,27
-32,19
-99,-31
-22,64
-59,-65
31,20
162,50
-134,21
-15,69
142,73
119,7
85,-63
141,-72
-79,23
-147,25
-117,-84
157,64
170,-89
173,-89
-170,63
46,22
130,65
-155,67
133,11
-129,14
171,19
-95,10
-129,-1
108,-35
75,85
-83,66
79,-12
-148,52
103,-31
-121,49
-85,-42
-124,-3
-50,-11
-116,89
-39,45
-40,-70
175,6
-38,-40
52,-16
-26,59
-114,40
35,-37
108,27
124,-74
169,53
-41,-33
33,18
-104,52
-111,-49
-87,-81
-163,-37
-94,77
-163,-29
107,83
-74,-66
130,36
118,-75
-122,41
122,-76
131,10
128,52
134,-66
-98,-74
20,-13
-168,-47
90,26
87,40
155,69
-95,-25
-99,-2
-74,69
10,-82
177,26
22,-76
78,-35
24,46
50,7
-127,4
-24,-36
-23,29
31,-44
-102,7
-122,-16
28,-84
37,-73
105,-11
-86,-26
-142,73
-165,-62
-127,39
111,-63
-162,45
-133,75
-88,-47
52,70
46,-57
-22,5
17,-50
62,-47
-4,21
-14,-59
74,-15
64,-52
133,-53
123,30
66,-42
-16,29
-178,-6
-15,57
-78,17
143,31
120,-82
90,-52
13,-30
-15,-55
174,-32
28,39
-142,-77
121,5
-91,-18
-177,78
-14,-55
-169,-66
142,86
-137,-76
153,-66
1,-17
157,14
-80,-52
-151,63
118,40
24,33
134,-37
135,-8
-150,-69
146,53
-124,29
30,39
99,-69
-59,-34
-16,58
118,31
-78,59
-25,-73
-3,-71
81,-22
-118,-79
-45,-38
-54,77
125,-8
-113,42
83,79
-132,21
-18,10
69,-37
81,44
-16,64
-180,-70
-107,-39
-87,84
-156,-42
-17,54
-169,74
74,72
47,-26
48,-88
143,5
36,25
111,-29
16,-38
123,26
-153,-23
-55,-78
25,-14
161,-80
-99,82
12,43
2,-17
76,44
66,46
-35,-83
38,74
47,-61
78,60
132,33
171,-33
91,12
-70,85
-153,3
10,60
-11,53
157,-42
67,-56
126,13
-63,-79
-78,-1
126,-12
-37,-75
122,-65
108,-19
-29,-54
-105,-31
-16,73
158,19
-111,73
-109,-44
80,-8
-57,-72
39,-45
-74,60
-101,27
-60,-20
-14,83
-30,-19
37,31
66,35
109,35
-45,-87
62,-56
-58,-3
-72,24
-129,25
-123,-34
-176,2
-3,77
-71,17
33,2
-147,-43
27,-10
-125,-32
38,76
-105,73
111,81
-122,49
100,10
-12,18
45,19
136,-9
-15,-47
-45,-27
-171,44
-2,-51
-115,10
-170,-59
-121,20
-53,20
-101,13
-37,-32
-32,64
-82,11
99,77
146,-35
-126,-23
-28,-71
-48,48
-50,-1
-133,76
-172,42
-108,-39
-83,-52
-79,49
-62,71
76,28
36,-23
-168,12
-23,-39
-58,-85
-68,-45
169,-18
-149,-18
116,-15
-142,34
-141,9
135,-30
179,-50
67,-90
-128,-81
-118,41
-97,65
28,7
-139,-4
-47,-73
-74,24
4,83
-145,-34
139,-58
-2,-59
158,69
153,36
-112,63
127,44
87,6
-57,-86
-158,-65
-24,26
-65,-2
-28,35
103,-58
-37,35
-43,33
-91,-63
-130,-37
-97,-84
-102,60
36,-54
-16,-16
51,53
-29,-55
81,36
95,82
-149,-9
127,-33
-153,69
9,-3
-6,-74
-140,84
-51,-36
-23,-55
72,-43
-66,-3
-152,-84
-80,45
95,2
20,-70
113,53
-137,69
120,76
164,59
-99,-76
68,65
-64,16
146,-63
149,29
23,19
15,72
-176,-9
-18,46
-23,-79
-9,-38
-107,-55
-142,-17
27,-45
-124,-8
-165,-32
134,22
33,68
171,49
-52,-81
-80,-3
-109,-19
104,-21
-92,0
-129,-55
2,-22
-60,80
-22,7
74,-73
-2,22
122,76
142,26
-63,38
-89,37
-155,15
-164,-68
-117,-22
162,-20
128,-39
-162,-49
149,2
-165,-79
-33,-35
170,-21
139,-15
179,-66
-168,72
-34,-34
95,-83
6,2
-82,-79
44,-66
114,31
-100,-30
170,-29
145,-83
44,-8
-15,-6
119,30
-83,-16
-42,7
-21,48
81,49
-149,-7
-94,-49
-127,-64
159,-57
-66,83
144,61
-88,-43
57,85
-97,12
100,11
-81,-46
111,-52
101,-20
-129,6
-107,87
-74,89
71,-43
-85,21
-133,-61
84,-2
-50,78
-34,48
-116,-44
9,5
-49,41
-103,-13
91,-35
92,35
-103,-43
142,-56
67,81
-89,-2
-12,82
-81,-48
164,-5
177,-11
-95,-1
176,-5
-32,42
-39,-78
-18,9
-141,36
-24,47
-74,69
-160,3
124,10
-157,-65
53,57
-121,13
-144,17
-114,51
124,60
21,-56
-102,61
25,-35
-31,48
37,42
-88,-81
112,-61
-84,42
-131,-81
-143,39
-63,80
-1,-1
5,20
-170,-28
30,-8
-23,-83
-179,44
-161,-54
21,24
-76,68
133,-33
19,-52
-20,-32
-65,4
-52,-1
101,89
-67,-4
53,13
-56,-49
-65,-51
116,-56
6,-46
46,-32
-35,21
-158,-66
147,-62
-160,59
-127,26
-126,-41
-128,17
-56,-63
113,-90
112,-49
-59,-12
89,-3
-5,38
9,1
-128,-15
50,-62
-135,-45
-44,11
137,19
-35,55
79,-31
-159,31
-62,-38
136,8
-118,47
-133,-16
38,17
-84,20
-106,39
-158,-78
-121,-38
-129,-41
176,25
123,22
175,-61
116,23
-103,20
178,-34
-66,58
154,-9
-28,53
150,37
-55,-40
-42,88
-88,0
36,-75
-59,20
-114,38
119,7
-72,-30
-155,29
114,80
-63,14
-16,8
-31,-73
-163,67
13,18
-86,44
103,60
-102,-14
128,-46
-116,61
165,85
125,-65
92,-78
-81,-52
-85,-25
36,-23
35,-82
-178,10
-19,64
135,37
117,-76
116,-29
57,-81
-160,-72
86,69
113,-53
51,-36
-62,-83
-175,-45
126,9
-173,-85
81,19
-141,-18
-26,75
-75,70
81,-90
104,-61
-148,40
-105,-5
22,-27
-40,62
-128,82
162,-13
154,8
92,-69
-59,30
-105,24
0,64
-53,-36
-157,6
-76,-77
49,53
1,38
-75,87
-45,54
160,49
-113,23
122,40
-119,29
113,-38
-22,39
-143,-22
-86,19
-77,-40
-46,71
-96,83
43,60
68,-34
-81,-53
148,0
18,-79
-135,-12
0,84
13,81
107,41
-42,35
-104,-15
128,-20
149,64
-173,-23
20,17
-158,20
-180,27
-176,-83
177,88
-3,72
73,81
0,-28
71,-42
11,68
134,-31
-165,79
-114,-7
124,34
-145,-81
157,10
-62,-48
89,-28
142,52
-25,-85
-179,-86
97,-81
-66,-29
-129,-72
127,-6
-63,10
158,56
32,-8
-65,90
-15,-30
-116,-73
86,-54
15,10
103,-87
149,30
-60,6
-39,21
12,51
31,44
-93,73
136,-62
99,42
-11,-62
163,56
111,0
-124,5
-72,-30
151,12
93,-52
-89,8
-120,15
-33,31
94,-24
-131,79
92,24
-13,9
80,48
-114,40
-159,-27
164,-2
-14,-28
166,-87
126,89
-142,-70
21,-1
-123,-53
-178,-22
96,80
103,36
17,-11
158,79
9,-83
-20,-29
-160,81
18,5
106,35
162,12
28,-2
-168,62
163,-12
151,-90
146,88
-69,83
98,-74
-79,-34
93,55
-87,83
-126,-82
73,83
-159,79
140,68
-25,-82
170,-13
84,67
-103,44
17,44
103,-50
-131,85
-74,38
75,-65
-172,-70
-52,-75
-26,-90
-113,25
84,69
-133,-25
-159,87
76,-72
178,48
-61,1
-96,-54
-91,13
20,50
-63,-17
-139,-64
-46,-15
0,18
122,53
-179,-34
-177,-31
144,68
-18,-22
72,36
27,-53
-127,-46
-134,-24
6,-42
78,7
-137,-82
50,-37
-103,-54
-166,-90
22,-10
-1,-24
-47,-47
104,-67
92,-76
47,-18
129,60
-176,-86
72,-66
-11,46
88,58
161,15
-91,27
-126,61
11,50
-161,84
179,59
-168,35
41,34
-123,-28
176,-66
-8,46
-81,-8
163,7
135,-58
-84,40
152,80
-71,-57
143,86
64,33
65,63
-95,-59
-163,-82
125,-26
126,-47
-3,18
-62,67
-153,50
64,-36
-66,76
98,54
-177,-23
-23,-12
-155,-80
-161,72
35,82
-169,-70
-42,47
-128,68
-8,-48
66,-13
-176,-52
46,-9
-132,-47
-154,83
-80,-46
-158,53
-145,-9
-2,-69
-100,36
-159,13
13,25
104,49
53,-27
-180,-13
75,86
-171,-76
127,-18
-160,-51
-148,-73
-51,-25
-170,-66
-7,8
-70,78
32,-25
-147,-85
-43,-90
84,-4
-143,-90
160,-5
-119,-11
53,-45
83,84
-81,22
-8,80
-79,-29
162,77
-35,25
-8,-39
-179,-15
94,16
65,76
-19,27
69,17
13,26
31,78
0,-79
-125,-1
-90,11
57,-28
-26,7
156,-42
-163,-21
127,-6
147,24
-162,4
56,63
-137,-48
-114,-44
174,-20
36,-37
126,22
-117,-26
-53,-51
-24,-55
-132,50
-77,-36
-67,17
-30,-51
151,32
82,-77
-167,-32
136,75
82,58
172,4
92,-3
-47,-61
-6,64
105,-53
-44,73
77,-68
-59,-76
-10,-9
-79,-8
-153,-73
-63,83
-2,-7
77,-35
172,-17
-4,-6
-93,-8
122,-3
34,-59
-164,31
118,-37
-70,0
119,-52
-179,55
-33,-78
88,-22
-118,63
6,-61
-47,-16
-36,1
-44,28
-144,21
141,56
-36,52
-59,82
-76,26
59,12
0,77
100,9
-171,36
155,32
-111,-54
-119,43
-145,-59
107,12
131,-70
-21,72
-31,-13
-78,-49
103,12
57,-79
-12,65
6,5
41,8
145,82
-121,-68
112,-84
-67,-21
-56,-77
169,60
-85,-42
-136,-30
-163,-65
33,-24
5,-41
-145,82
-133,21
0,65
64,65
-4,7
126,2
160,-62
98,49
-62,78
-20,-77
68,-15
37,24
15,-4
131,-42
152,-56
147,54
127,-9
47,-45
155,36
-179,-12
22,-81
93,-63
-126,-48
14,-85
112,44
36,-39
-63,-77
45,-53
11,-80
-92,77
-70,19
83,11
-27,4
-47,47
-135,84
99,-15
117,36
-102,28
170,40
159,45
108,63
1,77
-142,-22
-126,4
-165,-12
119,-83
-72,87
-84,57
-9,-57
88,-86
179,-41
-34,-1
-61,-33
-63,69
-46,65
41,30
60,6
-121,45
134,-41
-94,-89
-50,34
154,31
112,-45
13,30
-86,62
-125,33
40,29
165,19
95,-36
47,-16
76,26
58,85
12,10
-137,-83
75,-82
173,9
155,-70
58,40
-129,-36
-69,-48
-118,42
53,-50
-79,-18
72,-8
76,9
39,-82
-171,-25
86,-29
-11,7
-63,55
-30,-26
44,-67
168,24
-124,-4
150,35
-125,32
-152,-11
-40,-10
70,70
169,1
84,-22
154,-68
114,26
60,-69
41,29
-173,14
9,-26
129,25
-72,-48
139,-24
-87,-59
-147,-72
-59,-67
-29,37
-82,40
164,19
-45,-90
85,-60
4,-42
-125,25
18,40
161,74
-1,67
75,-25
158,-83
81,-67
44,-75
-158,33
137,-23
109,-3
-63,-51
-119,57
-53,-1
65,9
173,-21
165,-58
-179,71
-38,38
26,1
0,-20
42,16
53,-14
23,-86
-82,47
60,-49
115,41
-140,87
7,-46
91,24
120,-86
98,-46
-42,49
77,45
105,17
-149,-14
10,3
34,72
-13,-28
-76,22
136,-11
-113,35
-25,-1
-17,37
-11,36
-60,82
-143,85
-61,-34
-36,79
-80,-68
-115,-34
-172,70
-142,-6
148,6
-28,85
-14,65
-140,61
-151,-31
86,13
126,-64
-4,-83
58,5
-161,-6
121,-89
-20,-62
105,35
-72,38
5,22
124,-19
148,82
-126,70
-37,69
147,77
-58,-73
-86,-11
88,53
89,16
-163,45
47,-54
36,79
170,-53
-125,-79
-124,-39
55,15
-156,81
10,54
-50,-56
54,-49
-100,-80
-64,37
92,40
-48,77
-130,-36
-46,-12
74,21
174,64
98,70
95,-15
-94,-17
114,-43
-65,-65
-128,-10
-8,3
57,-79
-72,83
51,-35
126,-6
-108,23
-31,-55
110,-6
41,-75
-135,12
-122,59
176,86
-158,22
-63,-1
-147,-45
-110,-32
-88,43
-115,-30
84,72
-16,83
-118,7
150,-28
-179,49
126,-71
-100,41
-108,-80
-40,34
-117,6
5,39
-61,89
1,80
-147,-25
48,24
24,20
-8,20
67,-61
-73,-36
162,64
116,-45
134,87
133,-90
-172,-69
-177,86
-2,41
153,-55
-99,-71
-11,9
63,68
-138,-38
-179,-3
140,43
44,-74
160,-61
113,-25
142,-9
41,-59
-18,-81
131,-7
57,-78
-128,5
150,84
-8,79
-135,-55
70,-85
97,30
-32,90
81,-61
-134,71
-138,-44
-144,22
-150,-46
-167,-35
68,38
-130,-59
-165,40
-171,57
-45,1
-100,-86
83,52
-166,73
-160,80
23,60
-13,-46
-11,40
154,-79
-143,-45
98,69
60,11
-79,-82
100,67
170,-63
130,30
147,79
-140,72
-103,-19
78,-21
-115,59
-58,-41
177,-74
-54,7
41,-29
-168,30
68,-43
-4,8
107,7
-109,9
32,-64
180,-60
-110,-42
-38,26
109,41
-47,-55
12,-38
-158,-27
52,67
26,10
109,-83
-119,76
132,-30
-58,-8
-90,-21
39,-18
101,6
-3,-47
86,45
-138,25
22,46
-32,-38
78,69
177,-24
-88,-4
111,78
59,-34
100,-83
46,62
-173,69
-73,-25
-25,-45
98,37
-101,-25
-26,-72
168,75
-87,-30
177,28
-55,75
-141,3
-26,-38
-62,45
-169,52
16,-61
15,-30
67,-25
131,-1
-131,58
-75,37
122,85
-149,36
120,21
-179,-50
-153,56
-32,29
-23,43
-6,36
-26,68
62,-53
2,-77
26,53
96,73
147,56
44,-56
-124,39
46,-9
32,-14
-57,71
-66,22
113,-48
68,26
-154,27
98,1
40,20
-61,-35
65,-71
179,-43
145,24
7,31
15,-87
-58,76
162,11
46,37
-123,41
-27,1
-179,-21
140,17
-129,-19
26,72
68,-30
13,59
64,-29
-93,-63
72,-62
-17,55
81,1
104,37
129,-10
27,5
67,72
76,83
-104,-19
174,-71
-92,36
41,37
-43,-30
-86,-23
-33,-75
178,79
114,-66
44,20
-131,33
-174,49
91,52
-55,6
71,-25
16,-56
-22,-47
17,-9
-68,59
126,52
-104,18
-130,22
30,-36
6,-20
-119,-61
66,-83
48,-16
-86,82
-4,14
50,-43
-60,-68
74,-3
158,-36
-70,-83
114,-36
-72,17
119,-72
180,-10
172,-58
-80,-35
65,-42
-22,12
-175,-22
174,-1
47,-55
151,3
-74,-48
-39,84
-119,-14
152,52
108,-75
-98,-63
95,-37
-90,-83
154,-74
-157,-42
80,-81
-169,-1
-126,-30
142,18
-28,-82
156,-77
-175,-90
-91,32
-85,-35
-157,54
33,-44
6,-60
154,-85
63,5
170,-64
4,59
-14,-48
-113,-63
-131,-55
-135,-21
122,-55
-64,-66
-136,80
-178,-48
-124,9
-143,-5
170,57
-103,57
-167,59
123,18
78,-77
-165,59
-56,1
-79,5
-53,30
-68,-62
-113,49
-31,-73
-136,35
-76,-13
31,-30
24,16
65,-8
-97,26
179,-8
116,-40
46,82
136,-74
121,70
-124,-27
-173,22
38,68
139,20
-101,-73
175,81
3,4
93,48
-80,-34
-12,-2
161,74
-109,0
-78,71
-91,74
167,24
160,49
124,51
167,-48
-102,81
116,66
-52,-3
171,-1
88,-26
-149,55
-169,-80
157,-60
-127,-87
33,-54
-94,-86
-163,-14
-11,35
-128,40
23,-58
-109,38
-41,-63
-58,36
179,34
-80,-13
0,-31
-30,88
142,55
-35,62
-171,15
5,-86
74,-52
24,-10
151,-6
122,-76
131,13
-35,58
94,10
-48,85
127,44
-168,-43
64,87
-55,61
-60,-57
-178,8
19,61
-175,-52
137,1
-3,-79
1,-77
-89,-72
-152,70
92,48
-157,-66
38,89
-4,-43
-35,16
168,-12
143,51
-23,55
-54,3
173,-74
-105,-68
58,19
151,89
-141,-2
79,55
160,-81
105,18
138,66
-21,2
10,-32
107,45
-68,-18
-107,18
62,77
-81,-53
-75,37
47,36
-90,79
53,53
-7,-75
12,37
-146,-89
178,-71
-139,33
148,19
-126,46
154,-70
-42,-8
133,-11
19,-12
-32,43
-155,-21
128,-41
98,-55
130,43
2,-6
71,69
-55,86
165,30
-45,34
-61,-55
152,-69
-1,81
127,-2
-147,79
-19,29
-48,-4
-120,-4
-126,33
-119,-14
-168,85
-141,30
-73,-71
87,-35
114,88
-151,-35
-23,60
179,11
177,-57
-58,30
70,-17
109,-89
78,82
89,88
-42,-7
-54,87
-20,26
115,35
98,-65
-26,25
114,-37
145,86
-120,0
-7,-85
47,3
105,54
163,-70
79,-27
-104,71
141,-88
129,-84
0,37
-141,-9
116,59
-134,-70
-112,-9
-96,-30
-165,-19
78,86
-157,89
-83,-61
179,-69
-156,28
97,61
-59,-41
172,51
168,-44
-93,-34
-82,76
149,-49
156,-22
-127,67
-89,-86
-125,-40
41,88
-2,58
-102,-20
34,-83
-89,42
75,53
24,-85
11,-43
18,-54
173,26
-54,90
-45,57
-35,42
-63,74
-48,-2
-10,-68
165,-76
-160,29
2,-60
-94,-32
0,14
60,-23
-157,30
-126,-59
148,73
99,-45
173,-69
143,-53
14,89
74,-48
93,-50
177,89
19,-36
165,-21
53,22
-15,4
111,-36
54,-22
-92,-45
-62,38
164,25
60,14
-173,74
60,52
120,74
-169,-32
-120,-57
66,83
40,65
-85,-15
-123,-43
-33,49
49,-54
82,30
40,-4
-2,-8
142,-68
90,1
-170,-80
-133,-31
-132,-13
89,13
-139,-57
-57,-67
62,-9
-103,27
92,-78
-84,89
-8,-48
144,-66
137,11
68,-44
-107,-66
168,-72
59,84
-157,1
-95,27
-61,-76
125,-28
49,3
65,18
-134,42
-31,6
-64,43
155,56
-54,-48
51,-88
146,71
147,-67
37,-5
156,-15
-123,73
108,-59
136,37
-36,79
121,-54
168,83
78,-78
112,-40
-20,79
162,3
29,63
74,71
-136,-36
-143,18
117,-16
-159,64
-154,-13
-157,74
170,-4
-75,60
105,55
-36,-68
-61,37
79,6
-160,24
134,-51
-59,78
34,90
-118,-68
146,69
14,18
108,-84
82,84
-134,-35
-61,17
14,18
-38,-40
-74,-76
-1,-84
-150,57
7,22
-109,70
-76,33
12,-76
127,-39
-93,-18
-34,-42
-117,-83
81,83
-122,-56
-9,-25
165,23
78,-84
-126,34
72,-19
-12,-59
131,84
-71,-18
164,3
124,-37
-28,-60
-44,55
-147,21
-1,-60
-136,-88
-5,68
-63,62
-90,76
3,84
-132,3
57,46
-103,72
-137,60
-150,-75
-129,32
99,42
-82,-9
97,86
38,87
59,61
-39,-32
-37,66
-73,29
52,69
139,-75
4,-43
-4,-35
-62,36
-118,-22
-62,52
54,5
-14,-70
-124,7
59,-53
-25,72
-124,33
-115,59
-93,-19
-43,88
90,-7
-67,-52
-43,-64
-91,34
40,60
0,-58
-94,-78
103,-15
-79,18
2,25
98,-12
-96,-14
-57,79
159,30
-3,-71
22,76
16,-54
8,-8
-69,17
32,-24
-117,48
-143,-45
55,-4
-55,66
-124,-48
167,-68
-160,19
180,-69
-103,39
-127,-12
115,-67
-8,57
106,-86
27,-32
-180,-10
-72,82
-63,38
-43,-89
-25,-67
-98,20
-81,-10
-66,37
84,-12
-103,-70
44,81
-106,19
84,77
18,19
178,89
100,70
-46,-4
-95,51
-30,25
-125,-55
99,51
9,78
77,-64
18,25
23,29
74,-35
-57,22
-177,-12
-142,7
76,-37
-90,-5
98,-41
140,-42
-153,-55
152,9
148,-35
128,-50
-140,-86
29,-53
-70,-11
-86,-50
53,19
171,41
-44,-39
47,89
-37,90
79,-86
-82,-24
-68,-30
142,-80
-40,72
82,77
169,47
-173,29
166,-34
-159,-5
-29,-15
5,5
-99,-41
25,18
-28,43
-29,-83
21,-6
47,63
104,64
-141,-64
-160,32
19,-9
-104,32
96,-41
160,-87
-39,87
-146,33
-157,-89
-82,-25
-104,18
35,-39
-3,-8
111,-71
-50,-84
39,67
-104,89
-88,-5
-177,23
25,-16
4,-50
167,74
105,71
-112,2
23,59
12,8
21,-23
130,-27
160,76
75,-90
-91,-74
-94,-58
170,-33
-122,40
47,-90
-5,-45
-119,-41
126,-75
-161,69
-18,-5
-11,-66
-76,30
-60,44
-56,-86
147,-65
5,86
-16,15
143,-4
-112,82
145,-25
9,-64
-48,87
45,-50
113,34
-85,-1
169,-75
-155,-39
0,30
-149,11
3,-23
-13,54
-175,14
60,36
180,-76
82,76
180,-40
111,29
-86,34
-50,-6
-25,77
170,50
-44,33
-17,14
-23,36
-151,-19
113,82
-4,-76
175,-56
-28,-32
46,-33
65,-17
-148,59
-29,-72
38,56
76,28
-84,-39
-129,76
-2,-31
160,35
-180,85
-172,-71
54,-29
-161,81
-68,-85
-54,55
-146,42
176,-58
55,-37
-49,85
-48,79
16,90
151,18
-151,80
-82,14
-163,82
152,71
-126,7
-70,-74
-101,-68
26,18
47,-66
-67,71
-75,-21
58,-8
158,-12
-171,-47
-1,87
-87,2
63,-81
150,28
-91,-41
-113,90
-109,-12
135,-7
-105,-14
80,-64
98,47
150,-33
32,58
-42,18
60,-59
-178,-63
-158,80
144,-13
-153,-71
20,40
-141,-75
56,69
134,5
5,-66
-86,75
-167,-4
-121,89
103,-18
-117,74
-56,64
22,76
-90,-21
-43,48
35,-34
-96,-37
-64,-4
8,-3
-99,0
-130,-62
-159,-43
98,63
-29,70
154,88
158,85
17,-89
11,66
-44,-20
-112,66
-82,24
31,3
-78,21
37,48
63,45
-162,-1
15,-79
-115,29
-110,77
-160,46
75,78
-56,-30
106,13
-151,20
22,77
-1,62
122,-81
46,47
48,62
-6,69
-144,24
-73,-10
18,55
26,-2
-6,35
-28,32
-10,33
-108,-1
-177,-85
-21,-33
178,8
119,-49
-96,1
22,27
23,21
-79,-33
-73,-68
-19,-84
168,54
-53,1
155,-14
-47,-14
-66,-62
-27,-30
-45,-40
-134,89
76,-32
2,68
73,69
-166,74
-20,-41
114,39
128,-62
178,-41
-32,55
-131,-10
-157,-66
138,47
25,7
-124,-24
-15,-51
-113,20
45,-28
-164,14
-64,30
-178,-31
-68,48
-123,68
-57,-41
-176,55
-144,-84
-55,9
32,60
164,46
158,-12
33,43
88,23
-133,12
142,6
154,-52
-135,-42
-68,17
-153,-31
-23,13
-136,-52
35,31
-25,68
67,-17
-159,6
15,56
0,20
110,-55
57,25
98,57
-75,-86
167,82
64,-16
58,57
113,62
91,27
-62,-5
5,20
11,40
149,-21
-117,-58
-93,75
31,-16
27,-37
9,37
162,51
13,-40
-176,-41
-128,59
2,-1
6,-15
48,-19
38,39
39,81
-77,-45
-138,46
-178,48
159,-76
-84,-24
-41,-34
71,-74
172,-71
113,18
-116,31
132,-59
-12,-79
-75,46
-96,11
-23,-49
74,-1
-140,58
149,35
-99,65
-39,39
-133,48
122,18
-62,-6
-27,-88
106,61
138,14
-38,-42
163,-50
115,-90
-144,-20
129,36
-166,-81
63,-83
-103,58
94,33
-99,58
172,-25
-168,79
126,-66
-133,-69
103,1
-115,-84
-159,-86
-119,6
-55,-88
88,-60
94,67
158,4
-10,-13
-78,24
-8,65
-99,31
46,84
-17,-84
-173,51
81,0
64,-49
-141,34
-94,70
98,54
-172,72
38,29
110,14
-43,59
135,18
-82,-5
-17,16
124,59
45,40
-32,-1
133,40
-62,60
25,-84
23,-83
8,-13
-83,-58
-114,-34
-6,-36
89,74
-148,-46
96,-30
